Vaccine,Geography Type,Geography,Survey Year/Influenza Season,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Tdap,National,United States,2016,Age,≥18 Years,72.3,71.3 to 73.3,22367
Tdap,States,Texas,2016,Age,≥18 Years,68.0,65.0 to 70.9,1584
Tdap,States,Utah,2016,Age,≥18 Years,74.0,70.9 to 76.9,1315
Tdap,States,Vermont,2016,Age,≥18 Years,82.0,79.2 to 84.6,862
Tdap,States,Virginia,2016,Age,≥18 Years,74.4,69.7 to 78.7,624
Tdap,States,Washington,2016,Age,≥18 Years,79.4,76.1 to 82.4,1179
Tdap,States,Wisconsin,2016,Age,≥18 Years,81.2,77.6 to 84.5,1105
Tdap,States,Colorado,2017,Age,≥18 Years,71.0,67.8 to 74.0,985
Tdap,States,Delaware,2017,Age,≥18 Years,72.8,69.5 to 76.0,809
Tdap,States,Iowa,2017,Age,≥18 Years,83.6,79.7 to 87.0,911
Tdap,States,Louisiana,2017,Age,≥18 Years,63.9,60.2 to 67.4,785
Tdap,States,Massachusetts,2017,Age,≥18 Years,88.6,86.2 to 90.7,1288
Tdap,States,Michigan,2017,Age,≥18 Years,71.2,68.3 to 74.0,1672
Tdap,States,Missouri,2017,Age,≥18 Years,79.8,76.7 to 82.6,1017
Tdap,States,Montana,2017,Age,≥18 Years,72.9,69.8 to 75.8,860
Tdap,States,New Hampshire,2017,Age,≥18 Years,85.6,81.4 to 89.2,551
Tdap,States,New York,2017,Age,≥18 Years,69.1,66.5 to 71.7,1856
Tdap,States,NY-City of New York,2017,Age,≥18 Years,61.5,58.3 to 64.7,1068
Tdap,States,NY-Rest of state,2017,Age,≥18 Years,75.8,71.6 to 79.7,788
Tdap,States,Oklahoma,2017,Age,≥18 Years,74.9,71.5 to 78.1,1429
Tdap,States,Pennsylvania,2017,Age,≥18 Years,78.7,75.7 to 81.5,1131
Tdap,National,United States,2017,Age,≥18 Years,75.8,74.9 to 76.7,18743
Tdap,States,Utah,2017,Age,≥18 Years,77.7,74.6 to 80.5,1336
Tdap,States,Vermont,2017,Age,≥18 Years,84.6,81.8 to 87.1,807
Tdap,States,Virginia,2017,Age,≥18 Years,76.1,71.4 to 80.4,976
Tdap,States,Washington,2017,Age,≥18 Years,83.2,80.3 to 85.8,1130
Tdap,States,Wisconsin,2017,Age,≥18 Years,78.1,74.3 to 81.5,1200
Tdap,States,Arkansas,2018,Age,≥18 Years,62.6,57.0 to 68.0,755
Tdap,States,Colorado,2018,Age,≥18 Years,79.6,76.7 to 82.3,1016
Tdap,States,Delaware,2018,Age,≥18 Years,78.1,74.8 to 81.1,759
Tdap,States,Iowa,2018,Age,≥18 Years,83.9,79.3 to 87.8,739
Tdap,States,Louisiana,2018,Age,≥18 Years,62.4,58.5 to 66.1,755
Tdap,States,Massachusetts,2018,Age,≥18 Years,90.2,87.9 to 92.2,1308
Tdap,States,Michigan,2018,Age,≥18 Years,74.1,71.4 to 76.7,1670
Tdap,States,Minnesota,2018,Age,≥18 Years,86.9,84.5 to 89.1,1164
Tdap,States,Mississippi,2018,Age,≥18 Years,55.6,51.8 to 59.4,1052
Tdap,States,Missouri,2018,Age,≥18 Years,79.8,76.6 to 82.8,861
Tdap,States,Montana,2018,Age,≥18 Years,77.3,74.1 to 80.3,741
Tdap,States,Nebraska,2018,Age,≥18 Years,86.5,83.4 to 89.2,1172
Tdap,States,New Hampshire,2018,Age,≥18 Years,87.1,83.4 to 90.2,558
Tdap,States,New York,2018,Age,≥18 Years,72.0,69.2 to 74.7,1974
Tdap,States,NY-City of New York,2018,Age,≥18 Years,67.7,64.5 to 70.8,1266
Tdap,States,NY-Rest of state,2018,Age,≥18 Years,75.6,71.0 to 79.8,708
Tdap,States,Oklahoma,2018,Age,≥18 Years,73.1,69.3 to 76.6,1253
Tdap,States,Pennsylvania,2018,Age,≥18 Years,76.6,73.1 to 79.8,890
Tdap,National,United States,2018,Age,≥18 Years,76.7,75.8 to 77.5,21691
Tdap,States,Utah,2018,Age,≥18 Years,79.4,76.4 to 82.2,1162
Tdap,States,Vermont,2018,Age,≥18 Years,85.9,83.2 to 88.3,807
Tdap,States,Virginia,2018,Age,≥18 Years,74.4,69.6 to 78.8,1046
Tdap,States,Washington,2018,Age,≥18 Years,83.6,80.5 to 86.3,1068
Tdap,States,Wisconsin,2018,Age,≥18 Years,78.8,74.9 to 82.4,941
Tdap,States,Arkansas,2019,Age,≥18 Years,74.5,69.7 to 78.9,837
Tdap,States,Colorado,2019,Age,≥18 Years,78.8,75.5 to 81.8,995
Tdap,States,Delaware,2019,Age,≥18 Years,81.2,78.3 to 83.9,867
Tdap,States,Hawaii,2019,Age,≥18 Years,76.7,71.6 to 81.3,570
Tdap,States,Iowa,2019,Age,≥18 Years,86.3,82.0 to 89.9,718
Tdap,States,Louisiana,2019,Age,≥18 Years,69.0,65.2 to 72.6,958
Tdap,States,Massachusetts,2019,Age,≥18 Years,89.5,87.3 to 91.4,1526
Tdap,States,Michigan,2019,Age,≥18 Years,71.8,68.7 to 74.8,1264
Tdap,States,Minnesota,2019,Age,≥18 Years,85.1,82.1 to 87.8,953
Tdap,States,Mississippi,2019,Age,≥18 Years,57.9,54.2 to 61.5,1106
Tdap,States,Missouri,2019,Age,≥18 Years,82.8,80.2 to 85.2,1493
Tdap,States,Montana,2019,Age,≥18 Years,79.1,75.8 to 82.1,668
Tdap,States,Nebraska,2019,Age,≥18 Years,88.6,86.2 to 90.7,1419
Tdap,States,New Hampshire,2019,Age,≥18 Years,86.9,83.2 to 90.0,626
Tdap,States,New York,2019,Age,≥18 Years,74.0,71.3 to 76.6,1811
Tdap,States,NY-City of New York,2019,Age,≥18 Years,68.0,64.7 to 71.2,1090
Tdap,States,NY-Rest of state,2019,Age,≥18 Years,78.9,74.6 to 82.7,721
Tdap,States,Pennsylvania,2019,Age,≥18 Years,84.6,81.2 to 87.6,1049
Tdap,National,United States,2019,Age,≥18 Years,79.2,78.4 to 80.0,21978
Tdap,States,Utah,2019,Age,≥18 Years,82.2,79.6 to 84.6,1622
Tdap,States,Vermont,2019,Age,≥18 Years,88.4,85.8 to 90.7,740
Tdap,States,Virginia,2019,Age,≥18 Years,79.8,75.2 to 83.9,919
Tdap,States,Washington,2019,Age,≥18 Years,86.1,83.4 to 88.5,1082
Tdap,States,Wisconsin,2019,Age,≥18 Years,77.9,73.6 to 81.8,755
Tdap,States,Arkansas,2020,Age,≥18 Years,71.8,66.9 to 76.4,814
Tdap,States,Colorado,2020,Age,≥18 Years,76.0,72.7 to 79.1,946
Tdap,States,Delaware,2020,Age,≥18 Years,80.2,77.0 to 83.1,794
Tdap,States,Hawaii,2020,Age,≥18 Years,77.3,74.0 to 80.4,1109
Tdap,States,Iowa,2020,Age,≥18 Years,87.7,84.0 to 90.8,631
Tdap,States,Louisiana,2020,Age,≥18 Years,65.4,61.4 to 69.2,631
Tdap,States,Massachusetts,2020,Age,≥18 Years,89.2,86.6 to 91.4,1249
Tdap,States,Michigan,2020,Age,≥18 Years,72.2,69.2 to 75.0,1264
Tdap,States,Minnesota,2020,Age,≥18 Years,87.2,83.0 to 90.7,568
Tdap,States,Mississippi,2020,Age,≥18 Years,59.2,54.8 to 63.5,869
Tdap,States,Missouri,2020,Age,≥18 Years,79.5,76.3 to 82.5,888
Tdap,States,Montana,2020,Age,≥18 Years,78.5,74.7 to 82.0,642
Tdap,States,Nebraska,2020,Age,≥18 Years,87.1,84.5 to 89.4,1327
Tdap,States,New Hampshire,2020,Age,≥18 Years,90.4,87.2 to 93.0,615
Tdap,States,NY-City of New York,2020,Age,≥18 Years,67.2,63.6 to 70.6,1022
Tdap,States,Pennsylvania,2020,Age,≥18 Years,82.1,79.4 to 84.6,1136
Tdap,National,United States,2020,Age,≥18 Years,78.5,77.7 to 79.3,20095
Tdap,States,Utah,2020,Age,≥18 Years,81.0,78.4 to 83.5,1334
Tdap,States,Vermont,2020,Age,≥18 Years,86.2,83.5 to 88.6,753
Tdap,States,Virginia,2020,Age,≥18 Years,79.2,74.6 to 83.3,879
Tdap,States,Washington,2020,Age,≥18 Years,83.7,80.7 to 86.4,1126
Tdap,States,Wisconsin,2020,Age,≥18 Years,81.7,78.5 to 84.6,1498
Tdap,States,Colorado,2012,Age,18-24 Years,21.6,14.5 to 30.2,239
Tdap,States,Delaware,2012,Age,18-24 Years,7.7,4.7 to 11.8,240
Tdap,States,Illinois,2012,Age,18-24 Years,12.1,7.4 to 18.3,193
Tdap,States,Missouri,2012,Age,18-24 Years,18.3,12.7 to 25.1,222
Tdap,States,Oklahoma,2012,Age,18-24 Years,14.5,9.0 to 21.7,495
Tdap,States,Pennsylvania,2012,Age,18-24 Years,12.1,6.4 to 20.2,134
Tdap,National,United States,2012,Age,18-24 Years,15.1,12.6 to 17.8,2150
Tdap,States,Rhode Island,2012,Age,18-24 Years,25.5,19.7 to 32.0,217
Tdap,States,Wisconsin,2012,Age,18-24 Years,18.3,11.7 to 26.6,410
Tdap,States,Colorado,2013,Age,18-24 Years,44.1,36.7 to 51.7,347
Tdap,States,Delaware,2013,Age,18-24 Years,20.4,15.1 to 26.5,235
Tdap,States,Illinois,2013,Age,18-24 Years,33.5,26.5 to 41.1,242
Tdap,States,Missouri,2013,Age,18-24 Years,25.4,19.5 to 32.0,267
Tdap,States,New York,2013,Age,18-24 Years,32.3,23.7 to 41.9,333
Tdap,States,NY-Rest of state,2013,Age,18-24 Years,32.3,23.7 to 41.9,333
Tdap,States,Oklahoma,2013,Age,18-24 Years,29.7,22.6 to 37.6,468
Tdap,States,Pennsylvania,2013,Age,18-24 Years,33.1,25.6 to 41.3,193
Tdap,National,United States,2013,Age,18-24 Years,33.8,30.9 to 36.8,2675
Tdap,States,Rhode Island,2013,Age,18-24 Years,44.5,36.3 to 53.0,192
Tdap,States,Wisconsin,2013,Age,18-24 Years,44.4,35.2 to 53.9,398
Tdap,States,Delaware,2014,Age,18-24 Years,41.0,33.2 to 49.2,169
Tdap,States,Illinois,2014,Age,18-24 Years,36.2,29.8 to 43.0,271
Tdap,States,Missouri,2014,Age,18-24 Years,51.2,44.1 to 58.3,284
Tdap,States,New York,2014,Age,18-24 Years,40.2,29.7 to 51.4,146
Tdap,States,NY-Rest of state,2014,Age,18-24 Years,40.2,29.7 to 51.4,146
Tdap,States,Oklahoma,2014,Age,18-24 Years,42.3,34.2 to 50.7,442
Tdap,States,Pennsylvania,2014,Age,18-24 Years,39.3,31.4 to 47.6,199
Tdap,National,United States,2014,Age,18-24 Years,41.7,38.4 to 45.0,2078
Tdap,States,Rhode Island,2014,Age,18-24 Years,63.2,55.4 to 70.5,207
Tdap,States,Wisconsin,2014,Age,18-24 Years,44.9,35.6 to 54.5,360
Tdap,States,Colorado,2015,Age,18-24 Years,59.8,51.9 to 67.3,333
Tdap,States,Delaware,2015,Age,18-24 Years,40.0,32.0 to 48.4,160
Tdap,States,Illinois,2015,Age,18-24 Years,39.3,33.0 to 45.9,278
Tdap,States,Missouri,2015,Age,18-24 Years,60.3,53.2 to 67.1,259
Tdap,States,New Mexico,2015,Age,18-24 Years,50.7,45.6 to 55.8,387
Tdap,States,New York,2015,Age,18-24 Years,54.8,47.7 to 61.7,322
Tdap,States,NY-City of New York,2015,Age,18-24 Years,64.6,56.6 to 72.0,184
Tdap,States,NY-Rest of state,2015,Age,18-24 Years,46.9,36.1 to 57.9,138
Tdap,States,Oklahoma,2015,Age,18-24 Years,45.6,38.0 to 53.4,493
Tdap,States,Pennsylvania,2015,Age,18-24 Years,60.0,51.6 to 68.0,196
Tdap,National,United States,2015,Age,18-24 Years,49.0,45.8 to 52.2,3192
Tdap,States,Texas,2015,Age,18-24 Years,39.7,32.4 to 47.3,297
Tdap,States,Virginia,2015,Age,18-24 Years,64.9,53.4 to 75.3,125
Tdap,States,Wisconsin,2015,Age,18-24 Years,58.8,48.2 to 68.8,342
Tdap,States,Arkansas,2016,Age,18-24 Years,64.4,55.2 to 72.9,278
Tdap,States,Colorado,2016,Age,18-24 Years,68.6,59.2 to 77.0,238
Tdap,States,Delaware,2016,Age,18-24 Years,74.5,66.6 to 81.3,161
Tdap,States,Hawaii,2016,Age,18-24 Years,61.2,50.4 to 71.3,166
Tdap,States,Iowa,2016,Age,18-24 Years,84.1,75.6 to 90.5,217
Tdap,States,Louisiana,2016,Age,18-24 Years,60.1,53.6 to 66.4,259
Tdap,States,Massachusetts,2016,Age,18-24 Years,79.6,69.7 to 87.4,153
Tdap,States,Michigan,2016,Age,18-24 Years,68.9,62.6 to 74.7,419
Tdap,States,Missouri,2016,Age,18-24 Years,77.4,70.7 to 83.2,258
Tdap,States,Nebraska,2016,Age,18-24 Years,84.7,78.0 to 90.0,233
Tdap,States,New Hampshire,2016,Age,18-24 Years,80.8,67.1 to 90.6,84
Tdap,States,New York,2016,Age,18-24 Years,63.2,56.6 to 69.4,329
Tdap,States,NY-City of New York,2016,Age,18-24 Years,54.8,46.5 to 62.9,181
Tdap,States,NY-Rest of state,2016,Age,18-24 Years,70.0,59.8 to 78.9,148
Tdap,States,Oklahoma,2016,Age,18-24 Years,73.6,67.7 to 78.9,594
Tdap,States,Pennsylvania,2016,Age,18-24 Years,71.9,63.3 to 79.5,182
Tdap,National,United States,2016,Age,18-24 Years,71.4,69.2 to 73.5,5080
Tdap,States,Texas,2016,Age,18-24 Years,71.3,65.4 to 76.7,408
Tdap,States,Utah,2016,Age,18-24 Years,77.3,71.7 to 82.3,361
Tdap,States,Vermont,2016,Age,18-24 Years,83.6,76.2 to 89.4,147
Tdap,States,Virginia,2016,Age,18-24 Years,72.6,61.3 to 82.1,126
Tdap,States,Washington,2016,Age,18-24 Years,73.9,64.1 to 82.2,198
Tdap,States,Wisconsin,2016,Age,18-24 Years,79.2,69.7 to 86.8,269
Tdap,States,Colorado,2017,Age,18-24 Years,67.0,58.4 to 74.8,169
Tdap,States,Delaware,2017,Age,18-24 Years,71.0,62.8 to 78.3,161
Tdap,States,Iowa,2017,Age,18-24 Years,79.5,69.4 to 87.5,225
Tdap,States,Louisiana,2017,Age,18-24 Years,59.0,52.1 to 65.7,245
Tdap,States,Massachusetts,2017,Age,18-24 Years,86.7,79.2 to 92.3,188
Tdap,States,Michigan,2017,Age,18-24 Years,67.2,60.5 to 73.4,435
Tdap,States,Missouri,2017,Age,18-24 Years,77.0,69.7 to 83.3,230
Tdap,States,Montana,2017,Age,18-24 Years,70.1,62.8 to 76.7,185
Tdap,States,New Hampshire,2017,Age,18-24 Years,83.0,68.6 to 92.7,77
Tdap,States,New York,2017,Age,18-24 Years,67.3,60.1 to 74.0,270
Tdap,States,NY-City of New York,2017,Age,18-24 Years,54.4,45.7 to 62.9,159
Tdap,States,NY-Rest of state,2017,Age,18-24 Years,80.8,69.3 to 89.4,111
Tdap,States,Oklahoma,2017,Age,18-24 Years,75.7,69.8 to 81.0,512
Tdap,States,Pennsylvania,2017,Age,18-24 Years,77.5,69.9 to 84.0,211
Tdap,National,United States,2017,Age,18-24 Years,72.9,70.8 to 75.0,4093
Tdap,States,Utah,2017,Age,18-24 Years,77.9,71.7 to 83.3,344
Tdap,States,Vermont,2017,Age,18-24 Years,83.5,75.1 to 89.9,108
Tdap,States,Virginia,2017,Age,18-24 Years,72.7,59.9 to 83.2,151
Tdap,States,Washington,2017,Age,18-24 Years,79.3,71.2 to 86.0,209
Tdap,States,Wisconsin,2017,Age,18-24 Years,78.0,69.4 to 85.1,373
Tdap,States,Arkansas,2018,Age,18-24 Years,64.0,53.0 to 74.0,262
Tdap,States,Colorado,2018,Age,18-24 Years,76.9,68.7 to 83.8,160
Tdap,States,Delaware,2018,Age,18-24 Years,77.2,69.5 to 83.7,159
Tdap,States,Iowa,2018,Age,18-24 Years,82.2,70.2 to 90.8,169
Tdap,States,Louisiana,2018,Age,18-24 Years,56.4,49.1 to 63.5,233
Tdap,States,Massachusetts,2018,Age,18-24 Years,91.6,86.6 to 95.2,184
Tdap,States,Michigan,2018,Age,18-24 Years,75.2,69.2 to 80.6,396
Tdap,States,Minnesota,2018,Age,18-24 Years,83.9,75.7 to 90.2,170
Tdap,States,Mississippi,2018,Age,18-24 Years,50.1,43.5 to 56.7,377
Tdap,States,Missouri,2018,Age,18-24 Years,81.2,74.4 to 86.9,209
Tdap,States,Montana,2018,Age,18-24 Years,75.5,68.5 to 81.7,183
Tdap,States,Nebraska,2018,Age,18-24 Years,87.9,80.7 to 93.1,278
Tdap,States,New Hampshire,2018,Age,18-24 Years,76.2,61.0 to 87.7,66
Tdap,States,New York,2018,Age,18-24 Years,68.3,60.3 to 75.6,298
Tdap,States,NY-City of New York,2018,Age,18-24 Years,52.7,43.8 to 61.5,180
Tdap,States,NY-Rest of state,2018,Age,18-24 Years,77.8,65.5 to 87.3,118
Tdap,States,Oklahoma,2018,Age,18-24 Years,69.5,62.6 to 75.8,425
Tdap,States,Pennsylvania,2018,Age,18-24 Years,74.7,65.4 to 82.6,144
Tdap,National,United States,2018,Age,18-24 Years,73.9,71.9 to 75.8,4718
Tdap,States,Utah,2018,Age,18-24 Years,80.9,75.0 to 85.9,317
Tdap,States,Vermont,2018,Age,18-24 Years,87.3,78.7 to 93.3,105
Tdap,States,Virginia,2018,Age,18-24 Years,75.9,62.3 to 86.5,161
Tdap,States,Washington,2018,Age,18-24 Years,85.3,77.8 to 91.0,186
Tdap,States,Wisconsin,2018,Age,18-24 Years,73.3,63.2 to 81.9,236
Tdap,States,Arkansas,2019,Age,18-24 Years,78.1,69.5 to 85.2,280
Tdap,States,Colorado,2019,Age,18-24 Years,72.6,63.4 to 80.6,167
Tdap,States,Delaware,2019,Age,18-24 Years,80.3,72.7 to 86.6,152
Tdap,States,Hawaii,2019,Age,18-24 Years,83.8,74.5 to 90.7,90
Tdap,States,Iowa,2019,Age,18-24 Years,89.3,78.2 to 96.0,164
Tdap,States,Louisiana,2019,Age,18-24 Years,65.7,58.0 to 72.8,258
Tdap,States,Massachusetts,2019,Age,18-24 Years,84.6,76.6 to 90.7,165
Tdap,States,Michigan,2019,Age,18-24 Years,67.3,59.6 to 74.4,290
Tdap,States,Minnesota,2019,Age,18-24 Years,89.5,82.5 to 94.4,181
Tdap,States,Mississippi,2019,Age,18-24 Years,54.3,47.8 to 60.7,365
Tdap,States,Missouri,2019,Age,18-24 Years,81.2,74.7 to 86.6,279
Tdap,States,Montana,2019,Age,18-24 Years,75.8,67.3 to 83.0,139
Tdap,States,Nebraska,2019,Age,18-24 Years,87.4,81.4 to 92.0,329
Tdap,States,New Hampshire,2019,Age,18-24 Years,82.7,67.6 to 92.7,64
Tdap,States,New York,2019,Age,18-24 Years,71.2,63.2 to 78.3,245
Tdap,States,NY-City of New York,2019,Age,18-24 Years,64.4,54.1 to 73.8,133
Tdap,States,NY-Rest of state,2019,Age,18-24 Years,77.2,64.8 to 86.9,112
Tdap,States,Pennsylvania,2019,Age,18-24 Years,78.2,68.4 to 86.1,163
Tdap,National,United States,2019,Age,18-24 Years,76.7,74.6 to 78.7,4246
Tdap,States,Utah,2019,Age,18-24 Years,87.6,82.7 to 91.5,322
Tdap,States,Vermont,2019,Age,18-24 Years,86.2,77.5 to 92.5,103
Tdap,States,Virginia,2019,Age,18-24 Years,82.9,71.0 to 91.4,143
Tdap,States,Washington,2019,Age,18-24 Years,89.7,83.1 to 94.4,194
Tdap,States,Wisconsin,2019,Age,18-24 Years,74.2,63.3 to 83.2,153
Tdap,States,Arkansas,2020,Age,18-24 Years,60.9,51.2 to 70.0,284
Tdap,States,Colorado,2020,Age,18-24 Years,74.8,66.1 to 82.2,169
Tdap,States,Delaware,2020,Age,18-24 Years,78.7,70.5 to 85.5,134
Tdap,States,Hawaii,2020,Age,18-24 Years,74.0,64.6 to 82.0,185
Tdap,States,Iowa,2020,Age,18-24 Years,90.1,79.9 to 96.2,107
Tdap,States,Louisiana,2020,Age,18-24 Years,59.5,51.0 to 67.6,156
Tdap,States,Massachusetts,2020,Age,18-24 Years,83.2,70.8 to 91.9,111
Tdap,States,Michigan,2020,Age,18-24 Years,68.3,61.1 to 74.9,282
Tdap,States,Minnesota,2020,Age,18-24 Years,83.5,67.7 to 93.6,96
Tdap,States,Mississippi,2020,Age,18-24 Years,53.9,46.0 to 61.6,309
Tdap,States,Missouri,2020,Age,18-24 Years,78.8,71.1 to 85.2,191
Tdap,States,Montana,2020,Age,18-24 Years,76.9,67.8 to 84.5,159
Tdap,States,Nebraska,2020,Age,18-24 Years,86.3,79.8 to 91.3,282
Tdap,States,New Hampshire,2020,Age,18-24 Years,87.7,76.5 to 94.8,75
Tdap,States,NY-City of New York,2020,Age,18-24 Years,46.7,36.2 to 57.5,117
Tdap,States,Pennsylvania,2020,Age,18-24 Years,76.3,68.7 to 82.8,186
Tdap,National,United States,2020,Age,18-24 Years,71.9,69.7 to 74.1,3879
Tdap,States,Utah,2020,Age,18-24 Years,82.1,76.4 to 86.9,332
Tdap,States,Vermont,2020,Age,18-24 Years,90.4,82.4 to 95.6,90
Tdap,States,Virginia,2020,Age,18-24 Years,65.9,52.7 to 77.5,123
Tdap,States,Washington,2020,Age,18-24 Years,82.9,73.8 to 89.9,171
Tdap,States,Wisconsin,2020,Age,18-24 Years,76.1,67.5 to 83.4,320
Tdap,States,Colorado,2012,Age,25-34 Years,18.7,14.5 to 23.5,597
Tdap,States,Delaware,2012,Age,25-34 Years,8.4,6.0 to 11.4,470
Tdap,States,Illinois,2012,Age,25-34 Years,15.9,12.6 to 19.7,516
Tdap,States,Missouri,2012,Age,25-34 Years,10.8,7.6 to 14.8,393
Tdap,States,Oklahoma,2012,Age,25-34 Years,18.0,13.7 to 23.0,833
Tdap,States,Pennsylvania,2012,Age,25-34 Years,8.1,5.4 to 11.6,420
Tdap,National,United States,2012,Age,25-34 Years,14.3,12.8 to 15.9,4471
Tdap,States,Rhode Island,2012,Age,25-34 Years,23.1,19.7 to 26.8,604
Tdap,States,Wisconsin,2012,Age,25-34 Years,20.3,15.9 to 25.3,638
Tdap,States,Colorado,2013,Age,25-34 Years,51.2,46.3 to 56.0,823
Tdap,States,Delaware,2013,Age,25-34 Years,26.8,22.8 to 31.1,485
Tdap,States,Illinois,2013,Age,25-34 Years,31.6,27.9 to 35.4,709
Tdap,States,Missouri,2013,Age,25-34 Years,27.0,23.0 to 31.2,588
Tdap,States,New York,2013,Age,25-34 Years,25.3,20.2 to 31.0,414
Tdap,States,NY-Rest of state,2013,Age,25-34 Years,25.3,20.2 to 31.0,414
Tdap,States,Oklahoma,2013,Age,25-34 Years,27.8,22.8 to 33.3,878
Tdap,States,Pennsylvania,2013,Age,25-34 Years,30.6,26.2 to 35.2,558
Tdap,National,United States,2013,Age,25-34 Years,32.9,31.1 to 34.7,5731
Tdap,States,Rhode Island,2013,Age,25-34 Years,45.6,41.2 to 50.1,598
Tdap,States,Wisconsin,2013,Age,25-34 Years,43.4,37.9 to 49.0,678
Tdap,States,Delaware,2014,Age,25-34 Years,43.4,38.8 to 48.1,489
Tdap,States,Illinois,2014,Age,25-34 Years,46.0,42.0 to 50.1,701
Tdap,States,Missouri,2014,Age,25-34 Years,49.8,45.2 to 54.4,591
Tdap,States,New York,2014,Age,25-34 Years,44.1,38.4 to 50.0,462
Tdap,States,NY-Rest of state,2014,Age,25-34 Years,44.1,38.4 to 50.0,462
Tdap,States,Oklahoma,2014,Age,25-34 Years,42.4,36.8 to 48.2,959
Tdap,States,Pennsylvania,2014,Age,25-34 Years,55.2,50.3 to 60.0,561
Tdap,National,United States,2014,Age,25-34 Years,50.5,48.5 to 52.5,5120
Tdap,States,Rhode Island,2014,Age,25-34 Years,64.7,60.5 to 68.7,656
Tdap,States,Wisconsin,2014,Age,25-34 Years,65.7,60.5 to 70.7,701
Tdap,States,Colorado,2015,Age,25-34 Years,71.0,66.8 to 74.9,873
Tdap,States,Delaware,2015,Age,25-34 Years,51.2,46.6 to 55.8,508
Tdap,States,Illinois,2015,Age,25-34 Years,54.4,50.5 to 58.3,764
Tdap,States,Missouri,2015,Age,25-34 Years,57.2,52.6 to 61.7,610
Tdap,States,New Mexico,2015,Age,25-34 Years,53.6,49.7 to 57.4,666
Tdap,States,New York,2015,Age,25-34 Years,57.0,53.3 to 60.6,1098
Tdap,States,NY-City of New York,2015,Age,25-34 Years,59.8,55.4 to 64.0,600
Tdap,States,NY-Rest of state,2015,Age,25-34 Years,54.7,48.9 to 60.4,498
Tdap,States,Oklahoma,2015,Age,25-34 Years,50.4,44.9 to 55.9,914
Tdap,States,Pennsylvania,2015,Age,25-34 Years,61.3,56.6 to 65.8,583
Tdap,National,United States,2015,Age,25-34 Years,54.5,52.7 to 56.3,7654
Tdap,States,Texas,2015,Age,25-34 Years,42.4,37.6 to 47.3,603
Tdap,States,Virginia,2015,Age,25-34 Years,60.1,53.6 to 66.4,379
Tdap,States,Wisconsin,2015,Age,25-34 Years,71.8,66.3 to 76.8,656
Tdap,States,Arkansas,2016,Age,25-34 Years,63.0,55.9 to 69.7,398
Tdap,States,Colorado,2016,Age,25-34 Years,70.5,66.2 to 74.5,880
Tdap,States,Delaware,2016,Age,25-34 Years,67.2,62.8 to 71.4,516
Tdap,States,Hawaii,2016,Age,25-34 Years,66.1,60.7 to 71.3,563
Tdap,States,Iowa,2016,Age,25-34 Years,84.0,79.3 to 88.0,520
Tdap,States,Louisiana,2016,Age,25-34 Years,64.4,59.5 to 69.1,426
Tdap,States,Massachusetts,2016,Age,25-34 Years,87.1,83.5 to 90.1,714
Tdap,States,Michigan,2016,Age,25-34 Years,73.4,69.7 to 76.8,919
Tdap,States,Missouri,2016,Age,25-34 Years,73.4,69.1 to 77.4,589
Tdap,States,Nebraska,2016,Age,25-34 Years,86.8,83.6 to 89.6,731
Tdap,States,New Hampshire,2016,Age,25-34 Years,81.2,75.9 to 85.8,358
Tdap,States,New York,2016,Age,25-34 Years,67.0,63.7 to 70.1,1157
Tdap,States,NY-City of New York,2016,Age,25-34 Years,59.6,55.5 to 63.6,667
Tdap,States,NY-Rest of state,2016,Age,25-34 Years,74.2,69.0 to 78.9,490
Tdap,States,Oklahoma,2016,Age,25-34 Years,69.3,64.6 to 73.7,844
Tdap,States,Pennsylvania,2016,Age,25-34 Years,80.8,76.9 to 84.3,617
Tdap,National,United States,2016,Age,25-34 Years,72.9,71.6 to 74.1,13204
Tdap,States,Texas,2016,Age,25-34 Years,66.2,62.1 to 70.1,915
Tdap,States,Utah,2016,Age,25-34 Years,72.6,68.4 to 76.5,740
Tdap,States,Vermont,2016,Age,25-34 Years,83.6,80.1 to 86.7,529
Tdap,States,Virginia,2016,Age,25-34 Years,76.2,70.2 to 81.5,374
Tdap,States,Washington,2016,Age,25-34 Years,80.7,76.7 to 84.3,742
Tdap,States,Wisconsin,2016,Age,25-34 Years,81.6,77.0 to 85.6,672
Tdap,States,Colorado,2017,Age,25-34 Years,74.8,70.9 to 78.4,613
Tdap,States,Delaware,2017,Age,25-34 Years,72.1,67.9 to 76.1,513
Tdap,States,Iowa,2017,Age,25-34 Years,83.4,78.6 to 87.5,552
Tdap,States,Louisiana,2017,Age,25-34 Years,64.2,59.3 to 68.9,436
Tdap,States,Massachusetts,2017,Age,25-34 Years,88.1,84.9 to 90.8,768
Tdap,States,Michigan,2017,Age,25-34 Years,75.3,71.7 to 78.6,967
Tdap,States,Missouri,2017,Age,25-34 Years,81.9,78.1 to 85.3,636
Tdap,States,Montana,2017,Age,25-34 Years,74.2,70.2 to 77.9,528
Tdap,States,New Hampshire,2017,Age,25-34 Years,87.4,82.3 to 91.5,360
Tdap,States,New York,2017,Age,25-34 Years,69.1,65.5 to 72.5,1036
Tdap,States,NY-City of New York,2017,Age,25-34 Years,60.1,55.6 to 64.5,565
Tdap,States,NY-Rest of state,2017,Age,25-34 Years,76.3,70.8 to 81.2,471
